"AnimalID","Name","DateTime","OutcomeType","OutcomeSubtype","AnimalType","SexuponOutcome","AgeuponOutcome","Breed","Color"
"A689439","Dizzy","10/10/2014 16:04","Transfer","Partner","Dog","Intact Female","2 years","Pit Bull Mix","Blue/White"
"A718556","Murphy","1/10/2016 18:32","Adoption","","Dog","Neutered Male","1 year","Chihuahua Shorthair Mix","Tan/White"
"A671425","Luna","11/19/2015 16:34","Adoption","","Dog","Spayed Female","5 years","Redbone Hound Mix","Red/White"
"A687657","","9/9/2014 14:28","Transfer","Partner","Dog","Intact Female","2 months","Pit Bull Mix","Tricolor"
"A684719","Jillian","8/14/2014 16:52","Transfer","Partner","Dog","Spayed Female","4 years","Siberian Husky Mix","Black/Brown"
"A686773","Copper","8/28/2014 17:36","Return_to_owner","","Dog","Neutered Male","8 months","Black Mix","Black/Tan"
"A691335","Frankie","3/10/2015 15:17","Adoption","Foster","Dog","Neutered Male","3 years","Dachshund Mix","Red"
"A649241","Chico","11/21/2013 15:03","Return_to_owner","","Dog","Neutered Male","1 year","West Highland Mix","White"
"A688309","Bambi","10/1/2014 18:42","Euthanasia","Behavior","Dog","Intact Female","2 years","Pit Bull Mix","Fawn/White"
"A675275","Wilbur","4/10/2014 11:44","Transfer","Partner","Dog","Neutered Male","2 years","Chow Chow Mix","Brown"
"A691796","","11/13/2014 18:59","Transfer","Partner","Dog","Neutered Male","5 years","Dachshund Longhair Mix","Red"
"A713430","Leo","10/24/2015 12:53","Euthanasia","Aggressive","Dog","Intact Male","2 years","German Shepherd Mix","Black/Brown Brindle"
"A694389","Coby","12/27/2014 16:19","Return_to_owner","","Dog","Intact Male","1 year","German Shepherd Mix","Sable"
"A711546","Tiger","9/13/2015 14:59","Transfer","Partner","Dog","Intact Female","2 years","Cairn Terrier Mix","Tan"
"A658920","Scotty","10/27/2015 15:27","Return_to_owner","","Dog","Neutered Male","8 years","Miniature Poodle Mix","White"
"A668487","Harris","12/9/2013 15:33","Return_to_owner","","Dog","Neutered Male","1 year","Border Collie Mix","Tricolor"
"A674321","Rex","6/8/2014 16:57","Return_to_owner","","Dog","Neutered Male","2 years","Chihuahua Shorthair Mix","Tan"
"A717217","Skylar","12/12/2015 11:13","Return_to_owner","","Dog","Intact Female","10 years","German Shepherd Mix","Red/Black"
"A696097","Zu Zu","2/2/2015 17:03","Adoption","","Dog","Spayed Female","6 months","Cairn Terrier Mix","White"
"A716669","Kinley","11/26/2015 12:00","Transfer","Partner","Dog","Spayed Female","1 year","Saluki Mix","Black/White"
"A701701","Cooper","5/21/2015 0:00","Transfer","Partner","Dog","Intact Male","5 months","Miniature Poodle Mix","Gold"
"A680667","Waldo","8/30/2014 13:26","Adoption","","Dog","Neutered Male","1 year","Pit Bull Mix","Blue/White"
"A699707","Mayze","4/8/2015 15:03","Transfer","Partner","Dog","Spayed Female","2 years","Golden Retriever Mix","Red"
"A696786","","2/16/2015 17:32","Adoption","","Dog","Spayed Female","3 years","Standard Poodle Mix","White"
"A704330","Cassy","6/9/2015 11:46","Adoption","","Dog","Spayed Female","2 months","German Shepherd Mix","Tan/Black"
"A689466","","10/8/2014 18:50","Adoption","","Dog","Neutered Male","4 years","Dachshund Longhair Mix","Black/Tan"
"A647113","Carolina","5/27/2014 12:04","Adoption","Foster","Dog","Spayed Female","5 years","Pit Bull Mix","White/Brown"
"A716999","Jingle","12/7/2015 11:58","Adoption","","Dog","Spayed Female","5 months","Australian Cattle Dog Mix","Blue Tick"
"A687853","Rain","10/31/2014 15:58","Adoption","","Dog","Spayed Female","2 years","Rottweiler","Black/Tan"
"A700946","Frisbee","5/4/2015 13:14","Adoption","","Dog","Neutered Male","1 year","Chihuahua Shorthair Mix","Tricolor"
"A718474","Tex","12/31/2015 14:04","Return_to_owner","","Dog","Neutered Male","8 years","Chihuahua Shorthair Mix","Tan"
"A696572","Sierra","6/17/2015 10:25","Adoption","Foster","Dog","Spayed Female","1 year","Australian Cattle Dog Mix","Red Tick"
"A695997","Ramona","2/1/2015 16:32","Adoption","","Dog","Spayed Female","2 years","Chihuahua Longhair","Brown/White"
"A708198","Sonya","8/16/2015 14:30","Adoption","","Dog","Spayed Female","3 years","Pit Bull Mix","Chocolate/White"
"A714110","Rupert","10/25/2015 18:08","Adoption","","Dog","Neutered Male","2 years","Dachshund Mix","Black"
"A690720","Tasser","10/30/2014 14:04","Transfer","Partner","Dog","Neutered Male","1 year","Border Collie Mix","Black/White"
"A661612","","10/7/2013 15:49","Adoption","Foster","Dog","Neutered Male","3 months","Chihuahua Shorthair Mix","White/Buff"
"A698823","Nala","3/22/2015 18:42","Adoption","","Dog","Spayed Female","4 months","Labrador Retriever Mix","Yellow"
"A681214","Isis","8/6/2014 16:40","Transfer","Partner","Dog","Spayed Female","4 years","Pit Bull Mix","Blue/White"
"A717875","Ren","12/23/2015 15:48","Adoption","","Dog","Neutered Male","1 year","Pit Bull Mix","White/Tan"
"A683757","Daisy","8/2/2014 18:07","Adoption","","Dog","Spayed Female","7 months","Pit Bull Mix","White/Tan"
"A665412","Moebius","10/22/2013 16:18","Adoption","","Dog","Neutered Male","5 years","Miniature Poodle Mix","Black"
"A711619","Tiki","9/27/2015 13:19","Adoption","Offsite","Dog","Spayed Female","7 years","Dachshund Mix","Brown Brindle"
"A679148","Emmie Lou","7/17/2014 14:31","Adoption","Foster","Dog","Spayed Female","2 years","German Shepherd Mix","Brown"
"A679690","","5/24/2014 18:53","Transfer","Partner","Dog","Intact Male","2 months","Golden Retriever Mix","Gold"
"A675494","Shadow","9/5/2014 16:17","Transfer","Partner","Dog","Neutered Male","2 years","Labrador Retriever Mix","Black/White"
"A687081","Chico","9/4/2014 18:05","Return_to_owner","","Dog","Neutered Male","3 months","Manchester Terrier Mix","Tricolor"
"A684420","Ghost","1/4/2015 11:49","Transfer","Partner","Dog","Neutered Male","3 years","Pit Bull Mix","White/Pink"
"A697868","Tilly","3/3/2015 12:29","Return_to_owner","","Dog","Intact Female","10 years","Chihuahua Longhair Mix","Chocolate/White"
"A692159","Karma","12/21/2014 17:30","Adoption","Foster","Dog","Spayed Female","9 months","Labrador Retriever Mix","Black"
"A702555","","6/13/2015 17:21","Adoption","Foster","Dog","Spayed Female","2 months","Australian Shepherd Mix","Tricolor"
"A699938","Dorito","5/19/2015 17:07","Return_to_owner","","Dog","Neutered Male","2 years","Norfolk Terrier Mix","Tan"
"A665356","","10/21/2013 13:38","Transfer","Partner","Dog","Spayed Female","10 months","Yorkshire Terrier Mix","Tan/White"
"A674127","Carlotta","3/13/2014 15:21","Transfer","Partner","Dog","Spayed Female","1 year","Cairn Terrier Mix","Black/Tan"
"A699135","","3/26/2015 15:41","Transfer","Partner","Dog","Intact Male","8 months","Catahoula Mix","Black/White"
"A696846","Capo","2/13/2015 13:46","Return_to_owner","","Dog","Intact Male","10 months","German Shepherd Mix","Black/Tan"
"A638520","Kimbo","11/8/2013 19:00","Return_to_owner","","Dog","Neutered Male","4 years","Pit Bull Mix","White/Brown"
"A718377","Rosa","1/2/2016 17:16","Transfer","Partner","Dog","Intact Female","12 years","Chihuahua Shorthair Mix","Tan/Brown"
"A666725","","11/11/2013 19:14","Adoption","","Dog","Neutered Male","2 months","Pointer Mix","White/Brown"
"A680527","Shadow","7/2/2014 14:26","Euthanasia","Behavior","Dog","Neutered Male","1 year","Labrador Retriever Mix","Black/White"
"A664043","Muneca","10/5/2013 12:09","Transfer","Partner","Dog","Intact Female","4 months","Chihuahua Shorthair Mix","White"
"A668200","Crush","8/12/2014 18:22","Return_to_owner","","Dog","Neutered Male","1 year","Labrador Retriever Mix","Brown/White"
"A569886","Dotty","5/9/2014 12:00","Return_to_owner","","Dog","Spayed Female","6 years","German Shepherd","Black/Tan"
"A709811","Eli","8/13/2015 14:55","Transfer","Partner","Dog","Intact Male","3 years","Pug","Black/White"
"A686616","","8/28/2014 12:11","Euthanasia","Medical","Dog","Intact Male","5 years","Yorkshire Terrier Mix","Brown/Gray"
"A694641","Prissy","1/3/2015 18:43","Return_to_owner","","Dog","Spayed Female","11 years","Chihuahua Shorthair Mix","Brown"
"A691189","Diego","11/14/2014 14:05","Adoption","","Dog","Neutered Male","1 year","Chihuahua Shorthair Mix","Black/White"
"A686010","Appa","11/3/2014 12:51","Return_to_owner","","Dog","Intact Male","8 months","Anatol Shepherd Mix","Sable/White"
"A677254","Billie","5/17/2014 16:53","Adoption","","Dog","Neutered Male","3 years","Chihuahua Shorthair Mix","Gold"
"A667127","","11/20/2013 12:39","Transfer","Partner","Dog","Intact Male","5 years","Pit Bull Mix","Blue/White"
"A713633","","10/13/2015 18:31","Adoption","","Dog","Neutered Male","2 months","Dachshund Mix","Sable"
"A698685","Chelsea","3/24/2015 15:24","Adoption","","Dog","Spayed Female","3 months","Great Pyrenees Mix","Brown Brindle/White"
"A669858","Lily","7/27/2014 13:58","Adoption","","Dog","Spayed Female","3 years","Chihuahua Shorthair Mix","White/Black"
"A697258","Champion","2/24/2015 17:12","Adoption","","Dog","Neutered Male","1 year","Pit Bull","Brown Brindle/White"
"A665183","Ice","4/12/2015 18:33","Return_to_owner","","Dog","Neutered Male","2 years","Pit Bull Mix","Tan/White"
"A720014","Rembrandt","2/7/2016 0:00","Transfer","Partner","Dog","Intact Male","10 months","Anatol Shepherd Mix","Tan/White"
"A697846","Sven","3/5/2015 13:21","Transfer","Partner","Dog","Intact Male","2 months","Chihuahua Shorthair Mix","Black/Tan"
"A698749","Oona","3/19/2015 18:00","Adoption","","Dog","Spayed Female","3 years","Chihuahua Shorthair Mix","White/Brown"
"A676268","Bud E.","4/12/2014 15:36","Adoption","","Dog","Neutered Male","1 year","Pit Bull Mix","Tan/Brown"
"A524634","Belle","6/24/2015 8:26","Adoption","Foster","Dog","Spayed Female","8 years","Pit Bull","Blue/White"
"A719788","Hicks","2/6/2016 17:32","Adoption","","Dog","Neutered Male","1 year","Pit Bull Mix","Blue"
"A710418","Jaycee","9/17/2015 11:57","Adoption","","Dog","Spayed Female","9 years","Chihuahua Shorthair Mix","Tricolor"
"A694739","Johnny","1/12/2015 11:33","Euthanasia","Aggressive","Dog","Intact Male","3 years","Siberian Husky Mix","White"
"A674575","Mr Puppy","5/9/2014 14:21","Return_to_owner","","Dog","Neutered Male","3 years","Rottweiler Mix","Black/White"
"A711560","Lil Bit","10/5/2015 16:26","Transfer","Partner","Dog","Spayed Female","10 years","Dachshund Wirehair Mix","Black/Brown"
"A674350","Mary","3/14/2014 10:02","Adoption","","Dog","Spayed Female","6 months","Chihuahua Shorthair Mix","Tan"
"A694283","Mallory","6/6/2015 17:37","Adoption","","Dog","Spayed Female","1 year","Boxer Mix","Brown Brindle/White"
"A693317","Connor","12/5/2014 19:14","Return_to_owner","","Dog","Neutered Male","10 years","Labrador Retriever Mix","White"
"A666509","Angie","11/9/2013 12:39","Adoption","","Dog","Spayed Female","2 months","Labrador Retriever Mix","Yellow/White"
"A698982","Manchas","3/21/2015 13:20","Return_to_owner","","Dog","Neutered Male","4 years","Chihuahua Shorthair Mix","White/Black"
"A719253","","1/16/2016 15:07","Transfer","Partner","Dog","Unknown","1 week","Chihuahua Shorthair Mix","White/Black"
"A715246","Boxers","11/3/2015 13:11","Return_to_owner","","Dog","Intact Male","6 years","Boxer Mix","Brown Brindle/White"
"A625823","Blanca","10/15/2014 17:47","Return_to_owner","","Dog","Spayed Female","3 years","Miniature Poodle","White"
"A650904","Tiny","1/12/2015 13:45","Adoption","","Dog","Neutered Male","2 years","Dachshund Mix","Tan/White"
"A547015","Peanut","2/10/2015 14:11","Transfer","Partner","Dog","Neutered Male","6 years","Pekingese","Gold"
"A671440","","1/24/2014 14:11","Transfer","Partner","Dog","Intact Male","1 month","Pit Bull Mix","Tan"
"A693635","Sallie","12/20/2014 11:06","Return_to_owner","","Dog","Spayed Female","3 years","German Shepherd Mix","Black/Brown"
"A677290","","4/23/2014 12:01","Transfer","Partner","Dog","Intact Female","2 months","Beagle Mix","Brown/White"
"A685760","","8/20/2014 15:41","Euthanasia","Aggressive","Dog","Intact Male","3 years","Pit Bull Mix","Brown/White"
"A714149","Chloe","10/21/2015 15:01","Return_to_owner","","Dog","Spayed Female","6 years","Dachshund","Red"
"A705894","Hardball","6/28/2015 16:57","Adoption","","Dog","Spayed Female","2 years","Pit Bull Mix","White/Black Brindle"
"A687661","","9/9/2014 14:30","Transfer","Partner","Dog","Intact Female","2 months","Pit Bull Mix","Black"
"A696512","Melinda","2/11/2015 15:09","Adoption","","Dog","Spayed Female","3 months","Dachshund Mix","Brown"
"A716189","","11/20/2015 14:23","Transfer","Partner","Dog","Intact Male","4 months","Dachshund Mix","Black/Tan"
"A423701","Bella","1/8/2014 13:21","Return_to_owner","","Dog","Spayed Female","8 years","Australian Cattle Dog Mix","White/Brown"
"A668495","","12/11/2013 17:41","Euthanasia","Behavior","Dog","Intact Male","3 years","Pit Bull Mix","Tan"
"A704264","Sophie","6/25/2015 17:50","Euthanasia","Aggressive","Dog","Intact Female","5 years","Pit Bull Mix","White/Brown"
"A688371","Millie","10/19/2014 14:42","Adoption","","Dog","Spayed Female","7 years","Miniature Poodle Mix","Cream"
"A697769","Mindy","3/7/2015 12:17","Return_to_owner","","Dog","Spayed Female","5 years","Australian Cattle Dog Mix","Black/Tan"
"A709061","Coco Puffs","9/12/2015 13:20","Adoption","","Dog","Spayed Female","3 months","Labrador Retriever Mix","Chocolate"
"A688378","Roxie","11/13/2014 15:04","Return_to_owner","","Dog","Spayed Female","10 months","Australian Kelpie Mix","Black/Tan"
"A690409","Oreo","10/31/2014 18:44","Return_to_owner","","Dog","Spayed Female","5 years","Australian Shepherd Mix","Black/White"
"A712534","Chiwa","9/27/2015 0:00","Return_to_owner","","Dog","Spayed Female","1 year","Chihuahua Shorthair Mix","White/Tan"
"A702739","Vitani","5/27/2015 14:18","Transfer","Partner","Dog","Spayed Female","6 months","Plott Hound Mix","Brown Brindle/White"
"A689081","Becca","10/4/2014 17:18","Adoption","","Dog","Spayed Female","8 months","Australian Cattle Dog Mix","Red Merle"
"A716764","Lolly","12/13/2015 12:10","Adoption","","Dog","Spayed Female","8 years","Chihuahua Shorthair Mix","Black"
"A682543","Sandy","7/6/2014 18:23","Adoption","","Dog","Spayed Female","2 years","Chihuahua Shorthair Mix","Tan"
"A705221","Jake","6/21/2015 18:59","Return_to_owner","","Dog","Neutered Male","1 year","Pit Bull Mix","Tricolor"
"A569057","Marisol","11/3/2014 11:15","Return_to_owner","","Dog","Spayed Female","5 years","Pit Bull Mix","White/Brown Brindle"
"A666187","Foster","11/2/2013 17:52","Adoption","","Dog","Neutered Male","10 months","Australian Kelpie Mix","Tricolor"
"A684098","Zeak","7/26/2014 17:35","Adoption","","Dog","Neutered Male","2 years","Chihuahua Shorthair Mix","Black/Brown"
"A685462","Delfino","8/11/2014 11:44","Transfer","Partner","Dog","Neutered Male","10 years","Shih Tzu Mix","Black/White"
"A711384","Boss","9/17/2015 19:42","Return_to_owner","","Dog","Neutered Male","7 months","Siberian Husky Mix","Brown Merle"
"A703567","Dill","6/22/2015 14:33","Adoption","","Dog","Neutered Male","2 years","Labrador Retriever Mix","Chocolate/White"
"A667364","Chief","11/23/2013 11:03","Transfer","Partner","Dog","Neutered Male","4 months","Dachshund Mix","Red"
"A690877","Stella","11/1/2014 17:00","Adoption","","Dog","Spayed Female","2 years","Labrador Retriever Mix","Buff"
"A717178","","12/3/2015 16:13","Transfer","Partner","Dog","Unknown","1 week","Labrador Retriever Mix","White"
"A570611","Buster","2/22/2015 16:03","Euthanasia","Suffering","Dog","Intact Male","16 years","Dachshund","Red"
"A665123","Adele","2/9/2014 16:25","Adoption","","Dog","Spayed Female","5 years","Redbone Hound","Red/White"
"A712145","","9/22/2015 17:50","Adoption","","Dog","Neutered Male","3 years","Miniature Schnauzer Mix","Gray"
"A672391","Rocky","2/11/2014 17:58","Return_to_owner","","Dog","Neutered Male","3 years","Miniature Schnauzer Mix","Gray"
"A704646","Fiona","6/26/2015 16:42","Adoption","","Dog","Spayed Female","2 years","Chihuahua Shorthair Mix","White/Brown"
"A680507","Tukufu","6/7/2014 17:09","Adoption","","Dog","Neutered Male","3 months","Chihuahua Shorthair Mix","Brown/White"
"A670769","Steve","1/30/2014 14:03","Adoption","","Dog","Neutered Male","2 years","Chihuahua Shorthair Mix","Tricolor"
"A695266","Shadow","1/12/2015 16:22","Return_to_owner","","Dog","Intact Male","3 years","Pit Bull Mix","Black/White"
"A708616","Hilda","8/3/2015 11:33","Transfer","Partner","Dog","Intact Female","3 months","German Shepherd Mix","Black/Tan"
"A707570","","8/2/2015 15:59","Euthanasia","Behavior","Dog","Intact Male","2 years","Chow Chow Mix","White/Brown"
"A699736","Princess","4/1/2015 18:03","Euthanasia","Suffering","Dog","Spayed Female","12 years","Border Collie Mix","Black"
"A670091","Pete","1/19/2014 14:00","Adoption","","Dog","Neutered Male","1 year","Australian Shepherd Mix","Brown/White"
"A666986","","11/17/2013 14:05","Transfer","Partner","Dog","Spayed Female","1 year","Border Collie Mix","White/Black"
"A680227","Suzie","6/9/2014 11:22","Return_to_owner","","Dog","Spayed Female","4 years","German Shepherd Mix","Gold"
"A714478","","10/23/2015 18:02","Transfer","Partner","Dog","Intact Female","3 months","Siberian Husky Mix","Black/Tricolor"
"A689917","Supreme","10/12/2014 11:28","Return_to_owner","","Dog","Spayed Female","11 years","Jack Russell Terrier Mix","White"
"A702911","Bertha","5/25/2015 14:40","Transfer","Partner","Dog","Spayed Female","2 months","Anatol Shepherd","Tan"
"A668150","Neva","11/28/2013 16:02","Return_to_owner","","Dog","Neutered Male","5 years","Shih Tzu Mix","White/Brown"
"A703144","Anderson","5/25/2015 19:19","Adoption","","Dog","Neutered Male","1 year","Border Collie Mix","Black/Tricolor"
"A703053","","5/24/2015 19:09","Adoption","","Dog","Neutered Male","1 year","Cairn Terrier Mix","Tan/White"
"A666627","","11/9/2013 11:11","Transfer","Partner","Dog","Spayed Female","4 years","Doberman Pinsch Mix","Red/Tan"
"A668465","Fitz","12/15/2013 14:03","Return_to_owner","","Dog","Neutered Male","2 years","St. Bernard Rough Coat Mix","Tan/Black"
"A715905","Lilly","11/12/2015 18:35","Return_to_owner","","Dog","Intact Female","1 month","Chihuahua Shorthair Mix","Black/White"
"A702793","","5/23/2015 16:14","Transfer","Partner","Dog","Intact Female","1 year","Pit Bull Mix","White/Blue"
